✔,ID,Jeu,👤,🇬🇧 Name,Name (Romaji),elem ico,Élément,Nom (Kanji),🇬🇧 Nickname,🇫🇷 Nickname,Sexe,Role,Position,"2nde
pos",Pref,Style,Lvl,Rareté,Kick,Ctrl,Tech,Intl,Pres,Phys,Agil,Shoot,AT Focus,DF Focus,AT Duel,DF Duel,Wall,Keeper,Total,N Kick,N Ctrl,N Tech,N Intl,N Pres,N Phys,N Agil,N Shoot,N AT Focus,N DF Focus,N AT Duel,N DF Duel,N Wall,N Keeper,N Total,🇬🇧 Skill lvl 1,🇬🇧 Skill lvl 13,🇬🇧 Skill lvl 20,🇬🇧 Skill lvl 30,🇬🇧 Skill lvl 38,🇬🇧 Skill lvl 43,🇫🇷 Skill lvl 1,🇫🇷 Skill lvl 13,🇫🇷 Skill lvl 20,🇫🇷 Skill lvl 30,🇫🇷 Skill lvl 38,🇫🇷 Skill lvl 43,École/Club/Équipe,Description,Recrutement,tampon,url
FALSE,24,IE,,Gus Martin,Masaru Gojo,,Forêt,五条 勝,Martin,Martin,♂,,DF,MF,,Bond,50,Légendaire,120,126,127,154,137,142,123,246,313,342,296,291,279,1192,929,86,90,91,110,98,102,88,176,224,245,212,208,200,854,665,Curving Cut,Killer Slide,Clone Faker,,,,Coupe courbée,Tacle de la mort,Détriplement,,,,Royal Academy,His history and motives are unclear to all but himself.,"Player Universe: Instructus Notara | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy / Alius Route: Surpass Royal Academy! | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/f/y/fy3h3amk_lc.png
FALSE,25,IE,,Herman Waldon,Wataru Henmi,,Vent,辺見 渡,Waldon,Waldon,♂,,MF,FW,,Rough,50,Légendaire,130,151,152,135,113,109,109,281,368,341,244,248,222,989,899,93,108,109,97,81,78,78,201,263,245,175,178,159,708,644,Nutmeg,Killer Slide,Cyclone,,,,Petit pont,Tacle de la mort,Cyclone,,,,Royal Academy,Has great pride in the Academy and looks down on all other teams.,"Player Universe: Ferrum Structura | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy / Alius Route: Surpass Royal Academy! | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/_/3/_3uukhtskrs.png
FALSE,26,IE,,John Bloom,Shuji Sakiyama,,Feu,咲山 修二,Bloom,Bloom,♂,,MF,FW,,Tension,50,Légendaire,130,151,152,135,113,109,109,281,368,341,244,248,222,989,899,93,108,109,97,81,78,78,201,263,245,175,178,159,708,644,Dust Kick,Killer Slide,Wrath Shot,,,,Frappe poussiéreuse,Tacle de la mort,Tir fatal,,,,Royal Academy,A naturally rough player. He runs wild on the pitch.,"Player Universe: Ferrum Structura | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/o/f/ofl1j41wnye.png
FALSE,27,IE,,Derek Swing,Shuichiro Domen,,Vent,洞面 秀一郎,Swing,Swing,♂,,MF,FW,,Counter,50,Légendaire,130,151,152,135,113,109,109,281,368,341,244,248,222,989,899,93,108,109,97,81,78,78,201,263,245,175,178,159,708,644,Deceptive Step,Clone Faker,Killer Slide,,,,Enjambée trompeuse,Détriplement,Tacle de la mort,,,,Royal Academy,"Quick thinker and tricky, like a puzzle box. Slips through with feints and flair.","Player Universe: Penguion | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy / Alius Route: Surpass Royal Academy! | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/6/1/61at4120ans.png
FALSE,28,IE,,Daniel Hatch,Daiki Jimon,,Forêt,寺門 大貴,Hatch,Hatch,♂,,FW,DF,,Rough,50,Légendaire,149,145,133,130,117,114,109,294,352,317,244,247,231,1012,897,107,104,95,93,84,82,78,211,252,227,175,177,166,726,643,Low Drive,Wrath Shot,Killer Slide,,,,Tir au ras,Tir fatal,Tacle de la mort,,,,"Royal Academy, Neo National",Fearless vanguard who charges upfield and fires explosive shots with his long legs.,"Player Universe: Penguion | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy / Alius Route: Surpass Royal Academy! / FF International Route: Replacements?! | Free Match: Inazuma Eleven: Royal Academy / Inazuma Eleven 3: Neo National | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/l/d/ldrmvkqotue.png
FALSE,29,IE,,Jude Sharp,Yuto Kido,,Vent,鬼道 有人,Jude,Jude,♂,,MF,FW,,Justice,50,Légendaire,145,156,152,140,127,128,119,301,380,351,268,267,255,1114,967,104,112,109,100,91,92,85,216,273,251,192,191,183,798,693,Deceptive Step,Illusory Ball,Twin Boost,,,,Enjambée trompeuse,Ballon illusoire,Tir puissance 2,,,,Royal Academy,A captain who guides his team to victory with precise instructions. He is an excellent player skilled at both techniques and tactics.,,,https://dxi4wb638ujep.cloudfront.net/1/k/l/1/l1wbplzhm4k.png
FALSE,30,IE,,David Samford,Jiro Sakuma,,Forêt,佐久間 次郎,Samford,Samford,♂,,FW,MF,,Counter,50,Légendaire,169,161,147,130,123,119,119,330,392,336,249,253,242,1079,968,121,115,105,93,88,85,85,236,280,240,178,181,173,771,692,Bounce Shot,Killer Slide,Emperor Penguin No. 2,,,,Tir à rebond,Tacle de la mort,Manchot empereur nº  2,,,,"Royal Academy, Inazuma National",A striker with a deadly shot arsenal and Jude's ever-reliable right hand.,"Spirit Market | Player Universe: Penguion | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy / FF International Route: Team Japan Unite!, The Sacred Knights, Horror! Another Jude!, Phoenix's Determination, Red Matador Powerhouse!, Mister D's Football, Devil Army Z, The Kingdom's Revenge!, Terrifying Team Zoolan!, Bianchi's Friendship!, Little Gigantes Showdown | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/u/d/udbgi0_9hlm.png
FALSE,31,IE,,Bob Carlton,Yuhei Hyodo,,Forêt,兵藤 雄平,Carlton,Carlton,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Strong Punch,Power Shield,Fireball Knuckle,,,,Poing puissant,Bouclier d'énergie,Poing ardent,,,,Royal Academy,Physically strong and fast. He can close down attackers in a second.,"Player Universe: Instructus Notara | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/0/y/0yivxpk1ur8.png
FALSE,32,IE,,Cliff Tomlinson,Kazuki Ena,,Vent,恵那 和樹,Tomlinson,Tomlinson,♂,,FW,MF,,Breach,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Low Drive,Grenade Shot,Killer Slide,,,,Tir au ras,Tir grenade,Tacle de la mort,,,,Royal Academy,"Despite not making the team regularly, his ability is fine.","Player Universe: Penguion | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/f/a/fat0cwsp5yu.png
FALSE,33,IE,,Jim Lawrenson,Kei Mukumoto,,Vent,椋本 圭,Lawrenson,Lawrenson,♂,,FW,MF,,Tension,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Bounce Shot,Spiral Shot,Wrath Shot,,,,Tir à rebond,Tir en spirale,Tir fatal,,,,Royal Academy,Being small does not affect his ball keeping skills.,"Player Universe: Penguion | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/h/7/h7uoyp-j8eu.png
FALSE,34,IE,,Barry Potts,Shodai Shibuki,,Vent,渋木 翔大,Potts,Potts,♂,,MF,FW,,Rough,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Dust Kick,Killer Slide,Whirlwind Twister,,,,Frappe poussiéreuse,Tacle de la mort,Tourbillon,,,,Royal Academy,Making complicated moves look easy is his forte.,"Player Universe: Penguion | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/2/t/2tljfwyzrt8.png
FALSE,35,IE,,Steve Ingham,Seiji Okusu,,Montagne,大楠 星士,Ingham,Ingham,♂,,FW,MF,,Bond,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Bounce Shot,Ghost Pull,Twin Boost,,,,Tir à rebond,Spectre vengeur,Tir puissance 2,,,,Royal Academy,He fires the team up when the heat is on.,"Player Universe: Tornadrix | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here!, Toe-to-Toe with Royal Academy | Free Match: Inazuma Eleven: Royal Academy | Battle Bay Stadium: Royal Academy",,https://dxi4wb638ujep.cloudfront.net/1/k/w/8/w8g8mttrknm.png
FALSE,36,IE,,Ray Dark,Reiji Kageyama,,Vent,影山 零治,Dark,Dark,♂,Coach,MF,FW,,Tension,50,Légendaire,130,151,152,135,113,109,109,281,368,341,244,248,222,989,899,93,108,109,97,81,78,78,201,263,245,175,178,159,708,644,Feint Dash,Killer Slide,Illusory Ball,,,,Accélération feintée,Tacle de la mort,Ballon illusoire,,,,"Royal Academy, Royal Academy Redux","Runs Royal Academy with ruthless focus, ruling both school and club to snatch every win.",Player Universe: Oculi | Chronicle Competition Route: Football Frontier Route: Royal Academy is Here! / Alius Route: Royal Academy Counters! | Free Match: Inazuma Eleven: Royal Academy / Inazuma Eleven 2: Royal Academy Redux | Battle Bay Stadium: Royal Academy,,https://dxi4wb638ujep.cloudfront.net/1/k/8/w/8wocttgsuu0.png
FALSE,37,IE,,Stephen Black,Masaru Anzai,,Forêt,安西 勝,Black,Black,♂,Coach,DF,MF,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Afterimage,Harvest,,,,Tirage rusé,Holo-dribble,Fauchage,,,,Royal Academy,"Royal Academy teacher turned interim manager, who stepped up when Ray Dark vanished.",Chronicle Competition Route: Football Frontier Route: Toe-to-Toe with Royal Academy | Free Match: Inazuma Eleven: Royal Academy,,https://dxi4wb638ujep.cloudfront.net/1/k/n/y/ny_j-sgwdnc.png
FALSE,38,IE,,Nathan Jones,Juzo Nata,,Vent,鉈 十三,Mask,Masque,♂,,GK,MF,,Rough,50,Légendaire,116,126,117,126,127,138,145,242,301,315,264,253,265,1248,895,83,90,84,90,91,99,104,173,215,226,189,181,190,895,641,Strong Punch,Warp Space,Whirlwind,,,,Poing puissant,Distorsion,Tornades,,,,Occult,He's the kind of nut who brings a machete to mow the field.,Player Universe: Instructus Notara | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/v/a/vaeuza7dvs8.png
FALSE,39,IE,,Russell Walk,Wataru Sanzu,,Forêt,三途 渡,Styx,Styx,♂,,DF,FW,,Justice,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Shoulder Tackle,Ghost Pull,Phantom Shot,,,,Tacle à l'épaule,Spectre vengeur,Tir fantôme,,,,Occult,"After a spooky experience, even he is not sure if he is really alive!",Player Universe: Instructus Notara | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/p/v/pv9hgholaym.png
FALSE,40,IE,,Jason Jones,Shigeru Yanagida,,Vent,柳田 しげる,Creepy,Lugubre,♂,,DF,MF,,Bond,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Rolling Steal,Ghost Pull,Fake Ball,,,,Vol enroulé,Spectre vengeur,Balle factice,,,,Occult,He believes in ghosts and blames them for everything.,Player Universe: Instructus Notara | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/-/h/-hman4ox3bk.png
FALSE,41,IE,,Ken Furan,Ken Furan,,Montagne,不乱 拳,Franky,Franky,♂,,DF,GK,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Rolling Steal,Earthquake,Ghost Pull,,,,Vol enroulé,Séisme,Spectre vengeur,,,,Occult,"Trying to create life, but biology is his worst class.",Player Universe: Dinosauria | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/8/m/8mlcjh6dyhk.png
FALSE,42,IE,,Jerry Fulton,Fujimi Shikabane,,Feu,屍 藤美,Undead,Zombie,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Shadow Stitch,Phantom Shot,,,,Feinte,Ombre furtive,Tir fantôme,,,,Occult,"He believes he's invincible, making him a danger to himself and others.",Player Universe: Tiraton | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/n/o/no69oecnf0m.png
FALSE,43,IE,,Ray Mannings,Michihisa Reigen,,Vent,霊幻 道久,Jiangshi,Macchabée,♂,,MF,DF,,Tension,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Ghost Pull,Shadow Stitch,,,,Frappe poussiéreuse,Spectre vengeur,Ombre furtive,,,,Occult,"Although a bit stiff, he disturbs opponents by flying around them.",Player Universe: Meteorus | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/t/h/thziddpvqu8.png
FALSE,44,IE,,Robert Mayer,Mami Kinoi,,Forêt,木乃伊 魔美,Mummy,Momie,♂,,MF,DF,,Tension,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Dust Kick,Ghost Pull,Spider Web,,,,Frappe poussiéreuse,Spectre vengeur,Toile d'araignée,,,,Occult,"As he gets cold easily, he always keeps well wrapped up.",Player Universe: Bootarus | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/c/j/cjopw8pvhnu.png
FALSE,45,IE,,Alexander Brave,Tataru Yatsuhaka,,Feu,八墓 祟,Grave,Tombeau,♂,,MF,DF,,Counter,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Feint Dash,Shadow Stitch,Phantom Shot,,,,Accélération feintée,Ombre furtive,Tir fantôme,,,,Occult,People say he knows how to invoke catastrophic curses when angry.,Player Universe: Academion | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/o/j/ojxxbxm3gy8.png
FALSE,46,IE,,Johan Tassman,Hiroyuki Yukoku,,Forêt,幽谷 博之,Talisman,Talisman,♂,,FW,DF,,Rough,50,Légendaire,159,151,137,120,113,109,109,310,367,311,229,233,222,989,898,114,108,98,86,81,78,78,222,263,223,164,167,159,708,643,Bounce Shot,Phantom Shot,Astro Break,,,,Tir à rebond,Tir fantôme,Tir astral,,,,"Occult, Neo National","Rumor has it he's psychic, and trains with the spirits of football legends.",Player Universe: Ufoara | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! / FF International Route: Replacements?! | Free Match: Inazuma Eleven: Occult / Inazuma Eleven 3: Neo National,,https://dxi4wb638ujep.cloudfront.net/1/k/z/l/zlmqsoqnnru.png
FALSE,47,IE,,Troy Moon,Kenichi Tsukimura,,Feu,月村 憲一,Wolfy,Loup,♂,,MF,FW,,Bond,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Heel Flick,Phantom Shot,Ghost Pull,,,,Talonnette,Tir fantôme,Spectre vengeur,,,,Occult,"Just a glance at a full moon gives ""Wolf Boy"" violent tendencies.",Player Universe: Dinosauria | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/3/j/3j9d2pjesh0.png
FALSE,48,IE,,Burt Wolf,Kiba Burado,,Montagne,武羅渡 牙,Blood,Canine,♂,,MF,DF,,Rough,50,Légendaire,130,151,152,135,113,109,109,281,368,341,244,248,222,989,899,93,108,109,97,81,78,78,201,263,245,175,178,159,708,644,Dust Kick,Phantom Shot,Ghost Pull,,,,Frappe poussiéreuse,Tir fantôme,Spectre vengeur,,,,Occult,Pale from always doing night shifts. Loves tomato juice.,Player Universe: Odenius | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/g/l/glm8bwf-b0c.png
FALSE,49,IE,,Rob Crombie,Matsuru Fushi,,Montagne,不死 祀,Zombie,Immortel,♂,,GK,DF,,Tension,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Warp Space,Sumo Stomp,,,,Arrêt valeureux,Distorsion,Sumo-secousse,,,,Occult,"Doesn't feel a thing, no matter how badly injured.",Player Universe: Inazumis | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/m/k/mkvjitw20us.png
FALSE,50,IE,,Chuck Dollman,Gen Hitogata,,Forêt,人形 幻,Dollman,Pantin,♂,,FW,DF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Curve Shot,Phantom Shot,Spider Web,,,,Banana kick,Tir fantôme,Toile d'araignée,,,,Occult,Thinks he was made in a workshop and has no memories of the past.,Player Universe: Bootarus | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/x/m/xmeolswmzne.png
FALSE,51,IE,,Uxley Allen,Michi Tsuburaya,,Vent,円谷 未知,Alien,Martien,♂,,FW,MF,,Breach,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Bounce Shot,Ghost Pull,Astro Break,,,,Tir à rebond,Spectre vengeur,Tir astral,,,,Occult,He believes in UFOs and watches out for them every night.,Player Universe: Inazumis | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/v/t/vtz0llegche.png
FALSE,52,IE,,Phil Noir,Noroi Kurogami,,Forêt,黒上 呪,Noir,Sorcier,♂,,FW,MF,,Bond,50,Légendaire,145,141,127,126,113,109,105,286,340,305,235,239,222,973,866,104,101,91,90,81,78,75,205,244,218,168,171,159,696,620,Power Shot,Ghost Pull,Deceptor Dribble,,,,Tir puissant,Spectre vengeur,Dribble spectral,,,,Occult,An expert in black magic. He curses the opposition before every match.,Player Universe: Academion | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/k/f/kfovm0iaxss.png
FALSE,53,IE,,Mick Askley,Takao Makai,,Forêt,魔界 崇雄,Ghost,Fantôme,♂,,MF,DF,,Bond,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Crosscut Feint,Ghost Pull,Spider Web,,,,Feinte au travers,Spectre vengeur,Toile d'araignée,,,,Occult,He believes he is not human and hides behind a mysterious mask.,Player Universe: Whistlaria | Chronicle Competition Route: Football Frontier Route: Occult's Black Magic! | Free Match: Inazuma Eleven: Occult,,https://dxi4wb638ujep.cloudfront.net/1/k/e/q/eqlg1pxseyc.png
